date,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Nidalee,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yorick,Zac,Zed,Ziggs,Zilean,Zyra
20,7130.43,6990.04,7136.12,5385.28,6552.08,7098.73,6677.08,6839.83,6891.26,6702.08,5627.57,5538.98,6297.23,5309.48,6967.25,6765.15,7019.01,6750.06,7174.18,7129.49,7204.12,7000.35,7936.51,7074.07,6856.1,6916.09,7028.57,6556.51,7051.88,7031.08,6486.87,7556.08,6941.37,6925.84,6606.73,7172.82,6885.55,7009.56,7089.65,7230.72,6190.52,5425.63,7065.71,7044.85,7288.15,7238.79,7108.89,7531.5,5714.4,7249.21,7044.58,7384.47,6670.75,7014.4,6874.97,7107.34,6824.33,7053.33,7136.9,6910.97,6900.04,5561.34,7013.05,7362.33,5458.78,6458.67,6348.19,7036.53,6411.76,7434.83,7060.42,7276.95,5829.44,5419.25,6929.8,5694.29,6951.13,7329.1,6553.41,7037.52,7081.76,6209.16,6917.09,6348.38,7000.4,5529.3,6638.25,7073.31,7352.83,7132.11,7100.24,6960.32,6590.19,6704.87,6734.49,6302.26,7325.21,6938.24,6549.21,7183.97,6825.85,5503.16,5394.82,6798.2,7148.05,5578.91,7074.8,7315.75,5444.59,6662.67,5337.55,7248.24,6739.0,7281.1,7432.65,7080.66,6887.65,6877.53,7125.06,6950.13,6647.57,6787.25,6921.23,7062.36,7005.92,6729.79,7010.17,6923.43,7211.37,6924.65,6838.69,7254.14,7206.68,6432.88,7323.21,7102.63,5887.11,5869.36
21,7556.07,7398.02,7577.41,5717.38,6945.54,7528.4,7079.78,7257.59,7297.58,7109.88,5987.42,5878.22,6685.56,5636.34,7382.03,7179.39,7443.47,7147.88,7615.42,7546.17,7640.27,7401.49,8388.77,7503.17,7241.59,7329.2,7442.99,6930.4,7480.83,7448.96,6853.57,8043.09,7369.29,7332.82,6975.7,7605.76,7301.39,7398.61,7505.29,7671.85,6523.32,5776.37,7476.95,7479.36,7719.06,7655.74,7550.95,7974.64,6068.4,7679.16,7473.92,7818.92,7076.99,7451.18,7275.85,7524.98,7224.39,7479.32,7579.91,7311.7,7281.56,5904.98,7431.43,7793.55,5810.23,6847.91,6735.31,7460.99,6774.24,7902.68,7481.62,7688.24,6200.59,5768.87,7364.4,6039.1,7345.59,7752.74,6928.8,7449.3,7499.34,6573.73,7324.38,6704.55,7418.76,5891.6,7026.24,7463.12,7780.97,7546.1,7535.97,7371.38,7001.14,7080.73,7140.55,6663.33,7768.08,7337.4,6936.04,7637.16,7219.72,5859.32,5740.59,7203.95,7565.11,5923.14,7497.49,7753.03,5786.55,7071.88,5662.63,7695.57,7141.18,7746.98,7872.6,7519.37,7295.11,7291.36,7534.51,7388.6,7067.25,7186.97,7326.07,7498.65,7425.07,7124.97,7411.87,7343.92,7650.74,7337.72,7250.32,7705.36,7620.13,6800.46,7756.79,7518.82,6255.54,6238.43
22,8010.67,7820.02,8020.51,6058.5,7327.33,7976.53,7486.59,7678.43,7747.13,7548.81,6366.33,6228.4,7088.2,5986.33,7811.56,7618.56,7853.48,7564.61,8073.02,7976.63,8082.77,7822.37,8866.47,7943.74,7642.18,7734.35,7878.65,7330.24,7933.46,7900.98,7235.15,8567.34,7806.88,7747.18,7362.63,8051.8,7714.24,7819.61,7937.28,8119.59,6882.2,6143.51,7900.79,7932.39,8167.25,8082.35,8012.84,8429.61,6445.48,8126.19,7924.93,8263.71,7514.27,7891.37,7697.33,7952.7,7668.04,7908.33,8044.22,7710.11,7676.2,6259.6,7846.66,8239.92,6161.62,7254.78,7136.41,7916.91,7146.13,8365.23,7908.74,8136.9,6574.33,6130.93,7816.09,6401.61,7746.63,8201.33,7323.03,7878.25,7935.59,6956.9,7740.56,7094.49,7864.95,6267.67,7425.69,7868.01,8222.46,7984.99,7983.58,7799.02,7427.08,7471.12,7557.65,7047.44,8212.68,7755.76,7331.3,8114.88,7634.23,6237.23,6094.57,7636.78,8002.5,6255.48,7913.39,8209.16,6136.95,7496.85,5996.79,8166.58,7557.29,8224.82,8331.95,7976.9,7728.44,7709.76,7990.31,7850.2,7499.66,7604.24,7751.16,7939.39,7855.46,7522.36,7829.8,7784.4,8105.48,7752.49,7667.08,8174.24,8086.2,7195.03,8192.4,7956.39,6653.51,6610.04
23,8467.82,8241.85,8457.42,6398.14,7725.9,8406.21,7912.95,8118.37,8184.08,7987.77,6745.46,6584.24,7478.02,6332.31,8240.18,8084.19,8281.39,7978.81,8545.1,8405.28,8542.83,8239.31,9324.64,8381.5,8035.1,8146.15,8312.85,7727.35,8402.47,8325.03,7619.03,9076.82,8256.07,8167.3,7747.77,8515.6,8133.93,8243.63,8360.3,8556.77,7233.72,6513.44,8325.35,8380.83,8602.22,8521.33,8474.37,8887.09,6802.73,8622.8,8360.92,8711.9,7951.14,8326.66,8110.63,8387.19,8064.28,8344.32,8523.11,8110.23,8060.72,6608.9,8289.48,8692.33,6515.33,7656.15,7534.95,8369.69,7518.89,8825.28,8340.15,8578.43,6952.59,6489.0,8271.84,6766.45,8149.33,8626.94,7696.49,8287.12,8381.27,7336.5,8158.99,7469.67,8302.43,6643.62,7830.76,8265.88,8663.61,8411.6,8439.92,8217.84,7853.9,7857.08,7970.03,7434.62,8660.34,8183.29,7727.9,8582.6,8036.05,6608.12,6469.9,8064.05,8438.82,6610.96,8348.08,8651.37,6491.8,7921.33,6333.76,8637.26,7947.86,8712.17,8799.31,8449.24,8130.9,8128.03,8447.6,8326.46,7919.63,8010.82,8164.42,8393.92,8285.73,7913.71,8235.61,8232.49,8563.97,8191.76,8071.46,8648.76,8517.23,7586.7,8631.54,8370.75,7022.24,6990.75
24,8898.91,8656.8,8893.96,6737.05,8107.88,8839.93,8333.64,8556.45,8645.22,8434.85,7126.34,6934.52,7882.48,6675.3,8689.04,8530.75,8709.08,8392.08,9008.7,8823.75,8976.79,8664.84,9795.74,8814.67,8439.89,8562.96,8747.03,8127.58,8872.34,8771.98,8009.42,9595.69,8693.39,8573.88,8128.67,8951.63,8552.51,8659.61,8776.77,8990.81,7605.76,6890.94,8752.66,8837.6,9051.96,8960.57,8948.07,9365.24,7164.73,9076.08,8798.93,9161.62,8405.02,8765.45,8538.86,8823.0,8491.55,8765.45,8977.17,8517.9,8441.52,6958.88,8732.37,9150.1,6873.59,8055.52,7937.44,8810.56,7886.7,9293.31,8791.15,8986.06,7338.45,6852.54,8740.41,7123.68,8504.17,9061.32,8079.18,8681.07,8799.04,7718.23,8570.51,7857.42,8744.28,7025.28,8224.39,8673.47,9092.32,8857.36,8873.06,8632.76,8303.95,8250.53,8384.19,7821.02,9097.87,8609.69,8128.53,9067.5,8429.74,6980.23,6833.7,8479.14,8851.21,6952.81,8788.79,9095.32,6841.6,8341.37,6669.72,9114.44,8338.51,9213.78,9258.77,8911.8,8544.87,8552.77,8908.71,8805.72,8360.53,8402.23,8593.64,8842.11,8731.72,8303.17,8650.64,8666.49,9018.58,8614.75,8479.89,9115.69,8961.08,7968.76,9078.21,8800.82,7403.22,7386.68
25,9346.87,9064.71,9338.11,7085.03,8495.91,9280.3,8749.24,9000.25,9073.26,8892.38,7505.27,7294.23,8280.66,7019.63,9132.87,8966.66,9144.94,8812.64,9457.13,9233.81,9413.42,9080.6,10273.31,9236.09,8840.62,8974.13,9174.46,8506.72,9313.45,9198.88,8399.92,10109.54,9144.41,8970.6,8503.77,9377.64,8982.75,9061.13,9193.83,9422.56,7952.81,7259.41,9169.44,9290.02,9484.28,9407.54,9413.97,9827.17,7528.24,9495.54,9248.91,9584.26,8863.66,9197.99,8955.14,9239.29,8936.37,9169.37,9453.55,8922.72,8824.45,7306.0,9170.2,9608.96,7230.97,8466.02,8351.56,9266.81,8251.94,9763.25,9225.32,9402.38,7712.47,7196.29,9196.51,7468.69,8888.48,9505.69,8450.1,9088.01,9226.92,8098.45,8977.63,8235.04,9187.25,7406.35,8601.84,9040.97,9513.92,9291.11,9307.38,9030.28,8711.34,8632.56,8803.75,8197.33,9552.83,9029.84,8516.42,9533.59,8870.27,7354.64,7195.4,8901.36,9283.89,7314.96,9200.39,9542.66,7199.25,8766.13,7003.48,9594.2,8736.37,9694.53,9709.19,9376.56,8961.98,8961.5,9360.04,9284.38,8796.02,8811.34,9016.8,9290.46,9171.14,8681.5,9051.32,9126.87,9480.48,9041.15,8909.52,9576.86,9404.68,8348.64,9525.65,9222.46,7792.08,7766.81
26,9759.18,9484.67,9767.85,7430.11,8890.65,9711.76,9137.53,9430.06,9485.74,9369.72,7893.05,7641.46,8680.39,7351.81,9573.3,9414.51,9560.4,9209.2,9927.59,9635.52,9844.18,9497.54,10750.52,9659.39,9220.67,9410.21,9598.74,8900.96,9783.53,9627.88,8774.47,10616.85,9585.5,9365.69,8879.37,9818.73,9404.98,9457.17,9599.84,9864.97,8300.71,7627.06,9585.27,9736.17,9920.5,9852.42,9881.54,10282.94,7889.29,9922.92,9683.04,10008.8,9308.24,9628.81,9392.15,9651.75,9399.45,9615.74,9944.97,9323.23,9201.08,7648.26,9559.9,10057.23,7588.52,8872.15,8731.86,9709.35,8619.73,10215.94,9663.46,9870.08,8090.98,7556.85,9643.92,7825.02,9276.22,9923.55,8808.79,9481.87,9657.35,8475.0,9390.13,8611.35,9616.73,7795.2,8979.54,9412.89,9936.41,9710.79,9749.33,9446.7,9126.26,9004.0,9217.36,8570.02,9989.1,9432.81,8913.25,10022.66,9271.68,7726.48,7551.51,9314.4,9698.25,7665.75,9615.19,9986.27,7541.77,9206.58,7340.82,10078.61,9130.65,10185.65,10184.54,9841.93,9374.66,9372.3,9798.71,9770.81,9222.77,9225.19,9413.53,9712.51,9607.67,9104.46,9450.8,9557.17,9940.84,9461.62,9327.09,10060.07,9821.4,8728.48,9965.92,9646.3,8180.41,8151.72
27,10181.69,9911.05,10215.9,7761.96,9278.26,10160.62,9537.47,9891.23,9927.29,9820.21,8282.64,7994.61,9079.69,7689.09,10014.11,9813.61,9993.45,9607.95,10391.5,10047.5,10282.17,9874.97,11204.66,10095.74,9606.09,9827.89,10019.22,9299.16,10206.09,10056.08,9157.12,11103.58,9999.92,9768.34,9269.37,10278.59,9813.9,9868.02,10006.62,10329.81,8652.24,7991.21,9997.56,10176.66,10336.99,10303.37,10365.48,10735.81,8267.18,10384.14,10125.72,10431.27,9744.65,10068.06,9806.52,10067.1,9870.66,10052.61,10412.86,9722.74,9588.25,7992.44,9963.68,10522.34,7956.95,9274.71,9124.68,10118.44,8990.15,10696.76,10096.97,10274.45,8470.28,7911.91,10098.08,8188.7,9657.14,10357.21,9207.63,9871.14,10077.13,8857.06,9804.48,8998.48,10059.38,8186.81,9358.93,9802.4,10362.89,10134.41,10203.77,9859.28,9558.05,9370.54,9631.39,8928.84,10418.5,9829.25,9298.38,10497.55,9651.79,8123.92,7915.35,9740.35,10118.33,8011.35,10032.43,10409.8,7906.98,9630.16,7676.27,10555.95,9533.25,10680.09,10624.34,10320.58,9806.22,9808.1,10265.72,10270.47,9654.62,9637.85,9816.65,10156.94,10054.88,9487.73,9858.54,9991.36,10424.9,9878.79,9746.38,10534.94,10224.29,9098.59,10410.77,10069.18,8559.31,8542.87
28,10585.11,10329.3,10642.24,8107.78,9651.12,10599.9,9937.08,10331.94,10382.1,10240.36,8669.64,8350.39,9489.14,8034.64,10456.3,10212.82,10381.99,10019.51,10848.28,10460.4,10705.8,10267.87,11664.88,10507.77,9985.38,10256.96,10434.76,9672.83,10651.65,10515.85,9530.28,11611.79,10416.94,10152.11,9644.63,10714.53,10230.25,10255.9,10409.01,10747.15,9001.23,8356.71,10395.36,10623.25,10778.28,10742.0,10829.85,11207.68,8627.46,10807.55,10537.96,10840.64,10191.72,10501.41,10235.97,10481.19,10321.0,10454.03,10896.37,10110.92,9970.57,8335.52,10356.65,10973.53,8315.08,9689.08,9506.28,10537.98,9352.73,11163.32,10542.93,10652.48,8845.35,8257.62,10548.88,8547.42,10023.45,10785.02,9568.36,10262.92,10497.92,9237.85,10215.83,9366.34,10504.73,8557.88,9746.68,10180.02,10789.06,10551.82,10635.09,10267.02,9963.06,9727.67,10041.64,9309.73,10833.78,10242.34,9684.47,10977.16,10043.07,8499.55,8276.05,10125.27,10544.72,8345.81,10425.4,10845.1,8262.46,10042.67,8011.49,11034.07,9913.17,11164.77,11062.92,10806.64,10206.84,10226.5,10730.99,10748.94,10088.63,10055.22,10214.2,10603.35,10472.45,9911.4,10248.66,10437.61,10882.14,10301.81,10173.53,11026.24,10643.23,9459.69,10849.09,10484.46,8943.55,8920.58
29,11050.73,10747.04,11047.99,8449.06,10018.22,11024.5,10362.95,10786.41,10802.47,10639.66,9050.77,8692.45,9873.26,8385.33,10892.93,10642.6,10791.64,10402.08,11264.39,10825.79,11135.15,10685.73,12117.3,10924.69,10355.2,10669.39,10874.73,10058.65,11080.48,10913.35,9923.69,12123.29,10834.69,10557.78,10019.28,11127.28,10633.69,10655.92,10817.35,11194.01,9357.97,8720.14,10806.67,11054.73,11185.49,11160.03,11297.7,11649.03,8989.21,11219.62,10971.92,11268.66,10613.65,10924.51,10655.38,10922.44,10702.66,10835.8,11356.58,10502.21,10333.45,8675.69,10756.51,11421.49,8662.29,10076.66,9913.97,10966.45,9703.56,11648.73,10994.85,11051.72,9222.09,8613.11,10981.77,8926.06,10429.23,11215.31,9922.9,10667.4,10910.66,9612.36,10617.91,9697.47,10961.25,8925.22,10103.78,10556.21,11209.05,10959.05,11079.01,10664.46,10390.67,10106.32,10440.34,9685.96,11262.06,10644.51,10065.48,11452.74,10442.39,8881.47,8634.62,10538.84,10955.84,8694.42,10857.3,11277.79,8599.52,10464.39,8346.71,11510.79,10318.15,11652.78,11528.49,11285.8,10640.89,10640.04,11192.58,11254.09,10543.35,10463.84,10603.23,11029.18,10889.55,10305.13,10629.19,10880.88,11350.68,10723.99,10583.63,11476.47,11096.52,9809.89,11287.74,10903.59,9318.61,9312.08
30,11484.56,11165.49,11474.43,8803.64,10402.75,11456.37,10767.47,11215.62,11200.24,11071.17,9426.96,9030.51,10279.39,8727.84,11355.11,11071.27,11209.68,10814.02,11699.37,11226.65,11525.22,11086.01,12622.54,11341.42,10735.05,11062.73,11292.35,10458.06,11546.45,11308.05,10295.92,12627.0,11256.84,10957.73,10393.04,11549.87,11019.97,11090.53,11175.22,11600.37,9689.64,9089.28,11202.97,11495.21,11613.98,11616.48,11779.36,12103.23,9328.91,11651.45,11391.79,11678.22,11077.41,11355.22,11046.13,11318.42,11066.97,11234.87,11825.34,10884.43,10696.94,9008.77,11159.68,11888.41,9020.85,10475.5,10282.43,11375.33,10050.45,12095.6,11427.03,11440.75,9610.89,8981.38,11410.35,9284.44,10806.17,11647.83,10285.98,11081.03,11359.94,9987.4,11022.6,10077.46,11411.74,9293.5,10490.06,10895.7,11622.23,11372.09,11509.64,11048.99,10846.53,10455.73,10858.21,10068.52,11671.67,11037.98,10436.45,11925.7,10882.66,9230.3,8994.87,10947.99,11369.11,9046.98,11235.43,11691.88,8943.67,10902.0,8675.63,11988.52,10713.44,12147.18,11950.69,11763.47,11052.97,11049.08,11644.7,11735.76,10958.24,10863.41,11011.68,11480.28,11275.63,10663.35,11032.44,11304.56,11786.52,11127.19,10995.41,11938.64,11499.89,10179.13,11724.73,11313.34,9693.93,9697.09
31,11843.38,11579.43,11898.15,9145.88,10781.83,11888.47,11173.81,11670.57,11574.05,11496.42,9774.68,9380.09,10681.46,9076.36,11801.39,11534.4,11627.7,11200.79,12175.64,11623.64,11969.09,11452.09,13077.29,11763.62,11112.05,11470.54,11732.29,10834.71,12002.26,11712.73,10667.52,13117.02,11681.05,11315.37,10759.16,11941.67,11427.13,11475.16,11551.26,12017.26,10029.65,9450.6,11595.77,11911.02,12029.24,12034.28,12246.44,12544.09,9690.85,12140.36,11827.5,12109.71,11528.01,11757.39,11469.76,11729.84,11452.09,11636.1,12278.52,11284.64,11079.03,9359.02,11579.38,12343.31,9350.02,10875.1,10659.45,11795.89,10390.87,12507.74,11855.62,11854.22,9983.6,9324.37,11862.7,9620.11,11163.02,12036.73,10637.92,11486.38,11780.45,10368.99,11427.71,10477.67,11816.46,9676.04,10875.75,11247.4,12028.18,11816.87,11949.78,11439.56,11285.79,10823.31,11301.42,10446.65,12073.45,11431.68,10805.44,12391.16,11242.67,9569.51,9376.82,11374.23,11783.87,9408.59,11620.72,12115.39,9303.71,11305.75,9017.67,12475.06,11069.91,12638.26,12354.8,12220.54,11447.86,11467.54,12138.16,12231.43,11379.21,11265.34,11403.06,11904.98,11651.33,11097.61,11415.27,11706.27,12241.52,11539.06,11362.95,12392.65,11903.86,10542.73,12182.59,11731.03,10065.91,10082.44
32,12332.08,11991.79,12323.7,9479.96,11165.78,12260.33,11566.54,12120.51,12027.68,11960.55,10148.9,9719.98,11079.62,9400.42,12246.39,11968.2,12045.68,11587.43,12653.16,12021.25,12414.86,11805.78,13539.13,12160.47,11493.3,11894.43,12169.23,11215.67,12441.27,12118.24,11025.65,13591.54,12125.73,11703.97,11120.39,12326.21,11795.31,11895.07,11959.92,12437.75,10344.48,9822.63,11989.55,12355.6,12447.06,12466.69,12708.84,13000.53,10033.03,12579.72,12266.33,12491.39,11946.8,12161.53,11860.51,12142.53,11852.77,12059.58,12724.49,11663.95,11442.94,9701.78,11961.62,12801.61,9718.64,11243.78,11052.12,12209.49,10746.05,12960.1,12276.39,12256.58,10349.95,9682.07,12282.19,9977.29,11565.54,12477.62,11037.42,11839.93,12185.0,10738.81,11819.77,10819.19,12232.63,10080.18,11266.59,11637.07,12418.98,12251.46,12380.46,11843.88,11680.85,11166.99,11708.55,10837.59,12508.46,11771.33,11164.8,12870.02,11685.01,9917.08,9737.98,11796.58,12202.49,9724.5,11981.37,12519.68,9673.43,11712.67,9353.98,12980.43,11472.51,13110.48,12818.38,12709.77,11816.61,11891.15,12591.16,12682.95,11793.29,11651.87,11783.9,12368.44,12066.2,11485.26,11793.69,12125.28,12714.74,11929.99,11750.1,12856.9,12369.95,10894.83,12591.89,12152.74,10476.42,10464.18
33,12700.89,12381.6,12727.5,9816.31,11553.64,12697.41,11959.94,12555.26,12434.05,12342.34,10565.91,10087.82,11463.14,9746.35,12702.69,12349.31,12459.19,11999.14,13103.43,12398.08,12874.11,12215.6,14024.8,12577.53,11876.12,12306.45,12585.97,11593.39,12844.92,12513.32,11399.05,14105.51,12532.29,12081.06,11484.29,12714.31,12165.26,12276.95,12320.39,12840.07,10683.21,10177.77,12361.83,12754.97,12836.82,12889.04,13180.84,13442.79,10412.23,13000.15,12703.44,12878.55,12428.75,12569.62,12303.89,12542.83,12259.91,12440.19,13219.6,12066.43,11799.67,10018.84,12371.69,13264.45,10068.31,11638.08,11452.66,12623.39,11062.15,13397.87,12735.92,12656.01,10726.93,10026.48,12705.92,10317.24,11909.92,12848.22,11390.05,12244.62,12607.15,11133.52,12201.16,11155.15,12722.83,10420.39,11663.14,12002.41,12843.52,12642.61,12810.67,12249.84,12111.1,11559.62,12124.92,11213.58,12926.86,12157.35,11533.07,13371.23,12077.51,10303.37,10099.73,12185.76,12618.6,10043.56,12427.21,12925.43,10026.7,12117.88,9682.15,13467.28,11826.3,13590.2,13227.9,13131.89,12167.58,12339.88,13014.76,13173.03,12207.87,12061.52,12143.98,12790.31,12509.18,11870.84,12171.71,12546.53,13153.98,12336.82,12160.25,13331.17,12815.94,11255.61,13013.71,12565.1,10816.96,10824.21
34,13067.04,12772.24,13113.55,10153.89,11907.04,13154.17,12351.3,12969.64,12853.43,12793.86,10912.88,10420.55,11844.79,10069.16,13122.73,12738.09,12888.2,12349.39,13564.09,12794.22,13274.45,12591.45,14485.68,12976.18,12264.94,12692.54,13002.42,11952.38,13260.73,12891.92,11763.21,14621.14,12977.11,12446.58,11844.47,13122.7,12559.27,12698.96,12742.56,13280.98,11003.11,10548.9,12757.74,13166.62,13254.08,13339.25,13663.13,13856.56,10759.34,13434.13,13125.88,13244.64,12868.84,12971.29,12674.53,12946.08,12618.6,12812.56,13658.65,12487.23,12160.85,10361.0,12771.49,13726.35,10412.64,12036.07,11785.47,13013.58,11409.72,13824.78,13172.29,13053.42,11091.75,10367.42,13136.24,10671.26,12297.67,13263.88,11765.65,12636.94,12999.64,11489.47,12603.86,11501.92,13156.51,10786.19,12046.12,12321.76,13264.6,13067.69,13242.49,12616.1,12521.61,11937.53,12528.62,11596.1,13328.4,12531.55,11905.35,13841.74,12427.11,10671.07,10481.71,12629.93,13039.86,10372.82,12820.58,13310.53,10365.61,12555.13,10026.09,13950.63,12208.96,14017.07,13659.85,13623.56,12576.1,12741.51,13458.62,13692.52,12638.41,12479.39,12556.33,13164.64,12952.82,12268.49,12546.29,12989.68,13623.39,12736.69,12561.74,13794.35,13266.13,11629.32,13418.67,12971.72,11213.84,11247.66
35,13454.29,13155.7,13534.2,10469.36,12279.97,13533.93,12715.78,13425.07,13299.6,13231.68,11304.51,10757.26,12232.75,10404.24,13558.41,13108.39,13295.97,12733.24,14008.34,13206.38,13687.47,12977.69,14947.9,13371.23,12646.26,13062.12,13390.15,12310.99,13663.75,13304.42,12144.17,15116.28,13354.08,12813.65,12186.12,13522.38,12962.64,13075.07,13114.75,13727.75,11400.52,10936.83,13105.06,13569.75,13594.32,13786.17,14163.81,14292.15,11104.98,13852.51,13522.56,13613.28,13338.96,13373.4,13081.31,13353.78,13031.61,13215.96,14127.28,12817.41,12520.51,10697.17,13227.55,14183.72,10737.59,12412.6,12128.95,13439.39,11747.99,14259.3,13598.38,13398.63,11449.45,10677.72,13548.72,11017.38,12660.83,13714.53,12105.45,13007.52,13410.8,11901.45,12970.2,11895.12,13591.13,11126.39,12402.32,12669.06,13693.64,13513.41,13639.2,13013.29,12930.65,12314.39,12954.71,11993.75,13721.6,12924.15,12239.24,14318.01,12877.17,11024.1,10856.26,12977.19,13453.41,10692.77,13166.89,13746.53,10717.95,12981.65,10356.54,14405.12,12576.08,14471.96,14088.08,14083.29,12981.93,13179.44,13945.66,14158.67,13043.02,12875.18,12943.8,13573.38,13357.15,12680.23,12910.09,13403.15,14085.12,13136.99,12947.67,14251.74,13703.24,11997.82,13833.14,13420.24,11565.24,11643.09
36,13840.54,13588.25,13960.51,10767.18,12615.51,14000.66,13141.25,13864.61,13728.63,13661.68,11683.24,11115.07,12655.46,10765.95,14021.83,13538.55,13647.09,13107.68,14469.12,13594.57,14122.21,13339.94,15432.52,13786.13,12988.93,13480.99,13828.13,12710.51,14073.2,13727.28,12536.93,15597.24,13741.59,13164.33,12554.93,13917.91,13303.89,13488.2,13492.58,14043.46,11717.45,11306.84,13472.62,13982.09,13975.93,14226.43,14615.88,14745.95,11480.72,14295.31,14030.73,14043.83,13789.96,13796.46,13510.56,13723.99,13432.68,13611.8,14612.84,13180.67,12880.99,11047.09,13697.58,14620.43,11107.19,12798.2,12485.16,13893.89,12073.22,14661.73,14055.97,13849.92,11831.92,11051.33,13942.47,11359.5,13018.53,14137.08,12492.45,13399.21,13803.03,12261.29,13363.69,12255.51,14076.57,11483.5,12786.77,12982.09,14073.91,13990.04,14073.84,13370.29,13451.78,12664.99,13336.49,12333.0,14109.22,13299.04,12620.98,14782.19,13313.49,11399.42,11213.53,13360.26,13848.69,11028.13,13578.14,14116.18,11002.03,13411.28,10679.48,14856.38,12948.74,14962.41,14537.57,14528.7,13332.82,13638.74,14333.56,14651.9,13474.43,13288.34,13306.67,14035.28,13781.76,13037.09,13322.08,13781.34,14546.28,13556.87,13351.39,14662.58,14104.62,12327.92,14234.16,13807.76,11920.14,12027.9
37,14255.49,13987.03,14367.19,11149.74,13020.63,14424.99,13538.8,14287.76,14217.57,14069.97,12077.9,11462.11,13067.95,11078.93,14462.74,13953.55,14086.09,13494.05,14905.98,13964.61,14534.56,13739.83,15901.86,14244.51,13386.9,13876.62,14231.17,13136.1,14521.63,14152.15,12894.57,16111.44,14188.29,13534.5,12920.59,14385.28,13685.83,13952.32,13930.73,14458.26,12021.02,11661.61,13872.89,14401.92,14432.8,14693.83,15116.05,15287.45,11797.6,14764.69,14424.16,14437.78,14271.43,14206.59,13889.44,14138.1,13866.4,14007.32,15071.55,13523.47,13259.83,11408.01,14059.3,15096.29,11455.04,13206.81,12882.18,14340.28,12424.59,15078.12,14487.64,14299.31,12228.67,11426.93,14405.41,11722.82,13390.7,14616.11,12883.87,13762.39,14272.88,12638.55,13744.01,12650.01,14580.12,11845.92,13161.57,13414.07,14490.87,14370.93,14488.48,13755.93,13869.96,13030.42,13715.51,12723.29,14549.71,13706.23,13019.78,15300.86,13706.42,11782.59,11554.17,13832.41,14261.02,11432.87,13915.2,14563.37,11364.8,13838.16,11016.59,15355.33,13299.28,15469.1,14970.73,14987.87,13725.47,14065.31,14848.89,15161.24,13901.01,13731.3,13705.53,14536.48,14195.35,13428.15,13695.62,14148.64,15014.04,14008.74,13773.15,15146.75,14549.67,12712.77,14674.08,14234.54,12322.61,12388.93
38,14814.68,14414.91,14823.02,11476.87,13436.14,14859.36,13977.31,14744.43,14643.58,14554.33,12469.2,11828.7,13503.74,11409.7,14931.23,14362.78,14536.41,13866.37,15383.54,14410.3,14991.91,14133.08,16341.07,14661.43,13769.53,14229.25,14637.35,13526.14,14973.08,14587.98,13283.45,16636.51,14604.93,13893.93,13316.65,14842.97,14076.6,14350.41,14282.02,14966.95,12328.15,12039.83,14281.9,14785.65,14888.6,15157.23,15591.46,15758.05,12183.68,15256.95,14856.71,14797.04,14615.5,14636.5,14335.76,14545.33,14406.63,14457.53,15604.28,13923.68,13626.45,11765.21,14522.25,15571.41,11830.15,13625.96,13278.02,14745.0,12751.9,15545.24,14952.65,14670.56,12648.62,11761.98,14838.16,12090.84,13802.22,15080.52,13297.28,14083.3,14699.28,13011.71,14183.99,12975.01,14945.68,12232.73,13517.01,13725.87,14868.99,14766.06,14913.79,14130.36,14304.94,13397.52,14120.87,13072.71,14969.26,14128.77,13385.2,15775.27,14079.06,12161.56,11947.13,14221.42,14715.83,11751.51,14300.98,14950.78,11708.8,14293.95,11349.54,15804.84,13690.26,16008.8,15348.65,15465.42,14201.63,14508.82,15336.37,15677.33,14307.11,14174.09,14112.9,15014.87,14584.57,13772.71,14087.35,14614.45,15500.3,14473.91,14209.87,15571.31,15018.48,13075.42,15078.63,14695.33,12761.66,12775.91
